state (level2),lga (level3),lgauid,lgacode (SSLL),lgaparentuid,ward (level 4),warduid
ni Niger State,ni Mariga Local Government Area,UKoHABg5Rcp,2615,RYEnw3sMDyE,Unknown Ward,jsmjhc647mK
ni Niger State,ni Mashegu Local Government Area,MunKqnmiDub,2616,RYEnw3sMDyE,Unknown Ward,kwWU6QeepUG
ni Niger State,ni Mokwa Local Government Area,jzHOyjb6lEH,2617,RYEnw3sMDyE,Unknown Ward,qaw2JmUcp6b
ni Niger State,ni Muya Local Government Area,yRZ5tXoBTwc,2618,RYEnw3sMDyE,Unknown Ward,UxIjA5BCAJv
ni Niger State,ni Paikoro Local Government Area,WXrQdLOar68,2619,RYEnw3sMDyE,Unknown Ward,VbyiKKUwxot
ni Niger State,ni Rafi Local Government Area,TRFf216GuoU,2620,RYEnw3sMDyE,Unknown Ward,w6C1Qyo0vWs
ni Niger State,ni Rijau Local Government Area,gC5kbwMWdd8,2621,RYEnw3sMDyE,Unknown Ward,GDl6jHUYH9d
ni Niger State,ni Shiroro Local Government Area,fzrVi7CYFRo,2622,RYEnw3sMDyE,Unknown Ward,jiOZi5mZekB
ni Niger State,ni Suleja Local Government Area,sEtKD9g1g1j,2623,RYEnw3sMDyE,Unknown Ward,CD1KOAKw3cD
ni Niger State,ni Tafa Local Government Area,m7ezObOXiL2,2624,RYEnw3sMDyE,Unknown Ward,gpTPhU8NLhD
ni Niger State,ni Wushishi Local Government Area,fp7gsJSD6ZJ,2625,RYEnw3sMDyE,Unknown Ward,YRwtjT3DWkE
og Ogun State,og Abeokuta North Local Government Area,W4xs67vasmF,2701,fBInDsbaQHO,Unknown Ward,KwR2x6Gjr0y
og Ogun State,og Abeokuta South Local Government Area,zpWz706waQy,2702,fBInDsbaQHO,Unknown Ward,A6i5N6FmJYg
og Ogun State,og Ado Odo-Ota Local Government Area,cB4yUMszNfb,2703,fBInDsbaQHO,Unknown Ward,i5KtuckIuAF
og Ogun State,og Ewekoro Local Government Area,cX5UXLDwI80,2704,fBInDsbaQHO,Unknown Ward,Wt2Rxr8IYmX
og Ogun State,og Ifo Local Government Area,yNFqc0mtELj,2705,fBInDsbaQHO,Unknown Ward,DAg7Eofac5l
og Ogun State,og Ijebu East Local Government Area,bzfIJPdFzfx,2706,fBInDsbaQHO,Unknown Ward,amlNnGXGMUp
og Ogun State,og Ijebu North East Local Government Area,Gsht9w2YlgX,2707,fBInDsbaQHO,Unknown Ward,IJapehF4zQB
og Ogun State,og Ijebu North Local Government Area,tZljQffwSUE,2708,fBInDsbaQHO,Unknown Ward,lBuqeQzscfG
og Ogun State,og Ijebu Ode Local Government Area,S5DQ6kJu94x,2709,fBInDsbaQHO,Unknown Ward,WkbZJSFV4al
og Ogun State,og Ikenne Local Government Area,WufjzrvlrSZ,2710,fBInDsbaQHO,Unknown Ward,fRor0fS3iFC
og Ogun State,og Imeko Afon Local Government Area,SPHxGts4MiU,2711,fBInDsbaQHO,Unknown Ward,ymVaz00GQJs
og Ogun State,og Ipokia Local Government Area,rzNZvXCjmGZ,2712,fBInDsbaQHO,Unknown Ward,ffP43sMYox6
og Ogun State,og Obafemi Owode Local Government Area,ufeoQtz2q78,2713,fBInDsbaQHO,Unknown Ward,s5cpMMPNFhV
og Ogun State,og Odeda Local Government Area,ch3nxbPFL6a,2714,fBInDsbaQHO,Unknown Ward,Rj7hW0fjxnn
og Ogun State,og Odogbolu Local Government Area,RDhV3dbcNk0,2715,fBInDsbaQHO,Unknown Ward,zkcEOzLycyb
og Ogun State,og Ogun Waterside Local Government Area,JGrZtl3Tytu,2716,fBInDsbaQHO,Unknown Ward,SMr147SXDaF
og Ogun State,og Remo North Local Government Area,gw9HZ1Tc17t,2717,fBInDsbaQHO,Unknown Ward,SyIiFP4GF60
og Ogun State,og Sagamu Local Government Area,fNhA5TKBeUW,2718,fBInDsbaQHO,Unknown Ward,rnFna7pVWbs
og Ogun State,og Yewa North Local Government Area,zjTltK7sIXz,2719,fBInDsbaQHO,Unknown Ward,be7niRPis6K
og Ogun State,og Yewa South Local Government Area,DHKG4lUpV4W,2720,fBInDsbaQHO,Unknown Ward,mxOZB0XZP70
on Ondo State,on Akoko North East Local Government Area,gRxqWCVSCXz,2801,r3IK5qdHsZ6,Unknown Ward,Sv6egPHYQAF
on Ondo State,on Akoko North West Local Government Area,LvrZxDcArQI,2802,r3IK5qdHsZ6,Unknown Ward,L6A9aXQMypt
on Ondo State,on Akoko South East Local Government Area,G4VLEqVrFsu,2803,r3IK5qdHsZ6,Unknown Ward,djVhEsvHW1k
on Ondo State,on Akoko South West Local Government Area,ISEFrHAK9LG,2804,r3IK5qdHsZ6,Unknown Ward,Y17mroRdqKa
on Ondo State,on Akure North Local Government Area,y6VIc7od1Yd,2805,r3IK5qdHsZ6,Unknown Ward,cHEUz42ep4P
on Ondo State,on Akure South Local Government Area,TyEBP2vzJvJ,2806,r3IK5qdHsZ6,Unknown Ward,NMqUUPmMUNv
on Ondo State,on Ese Odo Local Government Area,odiuYVmeZnE,2807,r3IK5qdHsZ6,Unknown Ward,LESQDUCTBfD
on Ondo State,on Idanre Local Government Area,TT2fGVpaX7U,2808,r3IK5qdHsZ6,Unknown Ward,PmNI0n4Nktj
on Ondo State,on Ifedore Local Government Area,fTGoVMFkcpf,2809,r3IK5qdHsZ6,Unknown Ward,UPBQpA2XJqN
on Ondo State,on Ilaje Local Government Area,X3Onlw20L3g,2810,r3IK5qdHsZ6,Unknown Ward,FBEgQNcDqJH
on Ondo State,on Ile-Oluji-Okeigbo Local Government Area,UpogOGgJguG,2811,r3IK5qdHsZ6,Unknown Ward,ICdkO6hzc1D
on Ondo State,on Irele Local Government Area,ufHX2StLJDr,2812,r3IK5qdHsZ6,Unknown Ward,KaaWG0gtaaX
on Ondo State,on Odigbo Local Government Area,qz30Qd5ETFE,2813,r3IK5qdHsZ6,Unknown Ward,lFWFeNKtzRj
on Ondo State,on Okitipupa Local Government Area,ajQEvijaUzB,2814,r3IK5qdHsZ6,Unknown Ward,AhFs0VrOwT3
on Ondo State,on Ondo East Local Government Area,WBbt0lsDrId,2815,r3IK5qdHsZ6,Unknown Ward,znUIZxxGQGf
on Ondo State,on Ondo West Local Government Area,Blrwg0JY7dP,2816,r3IK5qdHsZ6,Unknown Ward,zkHEys2qX5R
on Ondo State,on Ose Local Government Area,ZQnmF2llprC,2817,r3IK5qdHsZ6,Unknown Ward,pbv3ved7Snr
on Ondo State,on Owo Local Government Area,ESajEdAR6zX,2818,r3IK5qdHsZ6,Unknown Ward,MAjOKijKxmS
os Osun State,os Atakumosa East Local Government Area,UJIF3OmraBX,2903,hfNPq5F4mjr,Unknown Ward,iinn86lDKQO
os Osun State,os Atakumosa West Local Government Area,xoG2GvtWVXW,2904,hfNPq5F4mjr,Unknown Ward,LLuOTogb2Xm
os Osun State,os Ayedaade Local Government Area,Tg4RmGoR7uZ,2901,hfNPq5F4mjr,Unknown Ward,c5q8iwhOCLW
os Osun State,os Ayedire Local Government Area,YXEicq3Jw6q,2902,hfNPq5F4mjr,Unknown Ward,vNgGywy7AK5
os Osun State,os Boluwaduro Local Government Area,WQmrSMVYbl9,2905,hfNPq5F4mjr,Unknown Ward,EpCXuNSUVfW
os Osun State,os Boripe Local Government Area,HqAnoqK5IDA,2906,hfNPq5F4mjr,Unknown Ward,F3xgFo7h65I
os Osun State,os Ede North Local Government Area,TJeHzIBcYIJ,2907,hfNPq5F4mjr,Unknown Ward,v3ydeU6R0Vs
os Osun State,os Ede South Local Government Area,xTHdjc7rEUx,2908,hfNPq5F4mjr,Unknown Ward,zEhUOZ1SwDN
os Osun State,os Egbedore Local Government Area,yXQxyPudYjf,2909,hfNPq5F4mjr,Unknown Ward,FFRgRIrABbi
os Osun State,os Ejigbo Local Government Area,VkcioIEAOeN,2910,hfNPq5F4mjr,Unknown Ward,jbuB2S22nDY
os Osun State,os Ife Central Local Government Area,sq5WGsTwNPs,2911,hfNPq5F4mjr,Unknown Ward,QfRMZz7Dwl3
os Osun State,os Ife East Local Government Area,Gdpdc67ieqk,2912,hfNPq5F4mjr,Unknown Ward,F6Z8ar6rB4s
os Osun State,os Ife North Local Government Area,nP56ESL47wV,2913,hfNPq5F4mjr,Unknown Ward,gQHOoJShgpy
os Osun State,os Ife South Local Government Area,xRNa9clyxMY,2914,hfNPq5F4mjr,Unknown Ward,ZzbDPOzCPAm
os Osun State,os Ifedayo Local Government Area,bBzxWArEEzf,2915,hfNPq5F4mjr,Unknown Ward,Euwz44x46ci
os Osun State,os Ifelodun Local Government Area,rSo7ZKpa8v8,2916,hfNPq5F4mjr,Unknown Ward,hMxzICf3cIG
os Osun State,os Ila Local Government Area,z0rbVRgOGqg,2917,hfNPq5F4mjr,Unknown Ward,gBXiGKDXTzQ
os Osun State,os Ilesa East Local Government Area,XRgMxgayGSs,2918,hfNPq5F4mjr,Unknown Ward,s4Gprv7vWIl
os Osun State,os Ilesa West Local Government Area,FsJu3kv8JeQ,2919,hfNPq5F4mjr,Unknown Ward,WbKvBn81jtn
os Osun State,os Irepodun Local Government Area,BkU7EwMFz9Q,2920,hfNPq5F4mjr,Unknown Ward,hGGTpd7731z
os Osun State,os Irewole Local Government Area,S3CdMCEeSaM,2921,hfNPq5F4mjr,Unknown Ward,mV9pE1e39xu
os Osun State,os Isokan Local Government Area,rnRsuHcKFQB,2922,hfNPq5F4mjr,Unknown Ward,edWgggq5bvC
os Osun State,os Iwo Local Government Area,nbYyJGNZPVw,2923,hfNPq5F4mjr,Unknown Ward,IPAwFEEbXQ9
os Osun State,os Obokun Local Government Area,DyCFmYXibro,2924,hfNPq5F4mjr,Unknown Ward,kUA0hQXj7Ss
os Osun State,os Odo Otin Local Government Area,EfJDn3iMRaA,2925,hfNPq5F4mjr,Unknown Ward,fzAjpkacM2m
os Osun State,os Ola-Oluwa Local Government Area,JHLoPuFa094,2926,hfNPq5F4mjr,Unknown Ward,pvpTPJvTurN
os Osun State,os Olorunda Local Government Area,WHxYJGY1xa1,2927,hfNPq5F4mjr,Unknown Ward,k6QgyTeN7Fw
os Osun State,os Oriade Local Government Area,KVRB5lZFgf8,2928,hfNPq5F4mjr,Unknown Ward,aLO2mXBKyWk
os Osun State,os Orolu Local Government Area,WV2VZ4SaqDN,2929,hfNPq5F4mjr,Unknown Ward,Ew4hDccrToZ
os Osun State,os Osogbo Local Government Area,NtoDeIJfifx,2930,hfNPq5F4mjr,Unknown Ward,kWYgn2yoSxB
oy Oyo State,oy Afijio Local Government Area,ciSH7WnJzxX,3001,yx3QJHm86vW,Unknown Ward,SMiAuIthvh4
oy Oyo State,oy Akinyele Local Government Area,MfADmzMw4RC,3002,yx3QJHm86vW,Unknown Ward,vmAay839BYh
oy Oyo State,oy Atiba Local Government Area,LEJ4gnlzGu2,3003,yx3QJHm86vW,Unknown Ward,hqIvao7QoJY
oy Oyo State,oy Atisbo Local Government Area,T0eYRHWKkDT,3004,yx3QJHm86vW,Unknown Ward,T7qpsJ6Korh
oy Oyo State,oy Egbeda Local Government Area,q3xyh0r6NOY,3005,yx3QJHm86vW,Unknown Ward,Pia8XjkC7mk
oy Oyo State,oy Ibadan North East Local Government Area,E1R9u4L0CbH,3007,yx3QJHm86vW,Unknown Ward,Nze9YFwp7tQ
oy Oyo State,oy Ibadan North Local Government Area,dExqRR1xrYG,3006,yx3QJHm86vW,Unknown Ward,cSo9BWFrMEC
oy Oyo State,oy Ibadan North West Local Government Area,XxzWVpiPffH,3008,yx3QJHm86vW,Unknown Ward,CoxaOC6hxS7
oy Oyo State,oy Ibadan South East Local Government Area,bZZm8hVpxiE,3009,yx3QJHm86vW,Unknown Ward,EofMBHvPrCb
oy Oyo State,oy Ibadan South West Local Government Area,JmyH0X5sfCv,3010,yx3QJHm86vW,Unknown Ward,cSH2xQ60QSg
oy Oyo State,oy Ibarapa Central Local Government Area,p85EXp9R0no,3011,yx3QJHm86vW,Unknown Ward,jscy8sGcjrR
oy Oyo State,oy Ibarapa East Local Government Area,tovuJMMkdxT,3012,yx3QJHm86vW,Unknown Ward,K9Db6tR6SMP
oy Oyo State,oy Ibarapa North Local Government Area,X19EfdQc4oH,3013,yx3QJHm86vW,Unknown Ward,bHkJzLrLJsy
oy Oyo State,oy Ido Local Government Area,GbuxGIY5hOh,3014,yx3QJHm86vW,Unknown Ward,Iq3L4FN6tQC
oy Oyo State,oy Irepo Local Government Area,peJI9gxdrfl,3015,yx3QJHm86vW,Unknown Ward,ngKf47xH4dJ
oy Oyo State,oy Iseyin Local Government Area,TzXoelSeQiK,3016,yx3QJHm86vW,Unknown Ward,v7tfiHRjKQn
oy Oyo State,oy Itesiwaju Local Government Area,av3PFc7Ow0Q,3017,yx3QJHm86vW,Unknown Ward,ZiJvUpZXjAd
oy Oyo State,oy Iwajowa Local Government Area,O9MmgxoWx9S,3018,yx3QJHm86vW,Unknown Ward,ewXV82F4kHZ
oy Oyo State,oy Kajola Local Government Area,WMq8ttehxbX,3019,yx3QJHm86vW,Unknown Ward,PbXvGmhkr3F
oy Oyo State,oy Lagelu Local Government Area,dXiIdHcmvxY,3020,yx3QJHm86vW,Unknown Ward,r2HjUO1QcSd
oy Oyo State,oy Ogbomosho North Local Government Area,gAXRQqo2dk8,3021,yx3QJHm86vW,Unknown Ward,bTPVqj1Bfda
oy Oyo State,oy Ogbomosho South Local Government Area,pdItGdtqkcM,3022,yx3QJHm86vW,Unknown Ward,Wx9Ow4fhOJ1
oy Oyo State,oy Ogo Oluwa Local Government Area,zKSuCNCcNh2,3023,yx3QJHm86vW,Unknown Ward,LqPbMS2uxYJ
oy Oyo State,oy Olorunsogo Local Government Area,Yklm5eRK6d8,3024,yx3QJHm86vW,Unknown Ward,aTJlJf14nR5
oy Oyo State,oy Oluyole Local Government Area,KZHw5oji2kd,3025,yx3QJHm86vW,Unknown Ward,sLrphiCoSkV
oy Oyo State,oy Ona Ara Local Government Area,NJZzxKwGI5I,3026,yx3QJHm86vW,Unknown Ward,H9vB8oiw0jL
oy Oyo State,oy Orelope Local Government Area,DWdHbGI0GQH,3027,yx3QJHm86vW,Unknown Ward,Qpu59HVP3qk
oy Oyo State,oy Ori Ire Local Government Area,WD6q765ObPv,3028,yx3QJHm86vW,Unknown Ward,HkXBLvc7gTu
oy Oyo State,oy Oyo East Local Government Area,eVYnmE9y3JU,3029,yx3QJHm86vW,Unknown Ward,Vpx0zmCFbq1
oy Oyo State,oy Oyo West Local Government Area,BgkqR26r3HY,3030,yx3QJHm86vW,Unknown Ward,tnlfX3zDaxN
oy Oyo State,oy Saki East Local Government Area,frsSay5ZFcf,3031,yx3QJHm86vW,Unknown Ward,QDgr1WYnDV2
oy Oyo State,oy Saki West Local Government Area,Dkf7psyF1hW,3032,yx3QJHm86vW,Unknown Ward,d37kbBsgoW9
oy Oyo State,oy Surulere Local Government Area,DSiIqD9lNmj,3033,yx3QJHm86vW,Unknown Ward,KnO2qPS7vvX
pl Plateau State,pl Barkin Ladi Local Government Area,ouLEEfhhUi4,3101,TFY8aaVkCtV,Unknown Ward,zDqoh1adUj4
pl Plateau State,pl Bassa Local Government Area,Fz35hOhL9pl,3102,TFY8aaVkCtV,Unknown Ward,owKOerbGKuo
pl Plateau State,pl Bokkos Local Government Area,yvLXnUSwnPx,3103,TFY8aaVkCtV,Unknown Ward,M4VukUIUMY4
pl Plateau State,pl Jos East Local Government Area,WCweExkr9Nf,3104,TFY8aaVkCtV,Unknown Ward,sGnEQTRnRqi
pl Plateau State,pl Jos North Local Government Area,ZC7cDSIQEw0,3105,TFY8aaVkCtV,Unknown Ward,RqsATah9zZ6
pl Plateau State,pl Jos South Local Government Area,z2LEw3YBp0u,3106,TFY8aaVkCtV,Unknown Ward,nlldQqQk58h
pl Plateau State,pl Kanam Local Government Area,iJcU0vPunGi,3107,TFY8aaVkCtV,Unknown Ward,oatMxzTDv76
pl Plateau State,pl Kanke Local Government Area,wufV6CEmu7o,3108,TFY8aaVkCtV,Unknown Ward,KpiSzYGEe5T
pl Plateau State,pl Langtang North Local Government Area,fdMXKhBXIT4,3109,TFY8aaVkCtV,Unknown Ward,LBZwEUWjgSe
pl Plateau State,pl Langtang South Local Government Area,RYznpyJVRmu,3110,TFY8aaVkCtV,Unknown Ward,UKmw5T4naQ9
pl Plateau State,pl Mangu Local Government Area,lFlJklyemBS,3111,TFY8aaVkCtV,Unknown Ward,PbtEp0P4TOU
pl Plateau State,pl Mikang Local Government Area,QVQfyHG7wXY,3112,TFY8aaVkCtV,Unknown Ward,DYVs71hpxrC
pl Plateau State,pl Pankshin Local Government Area,z90ZXv7skHL,3113,TFY8aaVkCtV,Unknown Ward,TnW4UFq7Kec
pl Plateau State,pl Qua'an Pan Local Government Area,E4YEDg43VnG,3114,TFY8aaVkCtV,Unknown Ward,JfnGVpDb5JB
pl Plateau State,pl Riyom Local Government Area,LdBp7gpkFZd,3115,TFY8aaVkCtV,Unknown Ward,P7p4MES03Su
pl Plateau State,pl Shendam Local Government Area,rvZY3X4clef,3116,TFY8aaVkCtV,Unknown Ward,INmbFevEqhS
pl Plateau State,pl Wase Local Government Area,RpwlJf8M7mL,3117,TFY8aaVkCtV,Unknown Ward,lxCZaRJILzG
ri Rivers State,ri Abua-Odual Local Government Area,hRvlbPHGpCT,3201,BmWTbiMgEai,Unknown Ward,xeggd9tDNr9
ri Rivers State,ri Ahoada East Local Government Area,OaX5jg5snSa,3202,BmWTbiMgEai,Unknown Ward,AVeiQd4yo3R
ri Rivers State,ri Ahoada West Local Government Area,VeWw8Vnyf1c,3203,BmWTbiMgEai,Unknown Ward,p978tp8tzel
ri Rivers State,ri Akuku Toru Local Government Area,uX5lQnLugub,3204,BmWTbiMgEai,Unknown Ward,BqWi9fvbzff
ri Rivers State,ri Andoni Local Government Area,SIoNro0y3OX,3205,BmWTbiMgEai,Unknown Ward,bBYoaCsoNDT
ri Rivers State,ri Asari-Toru Local Government Area,sUPYUBNIi9e,3206,BmWTbiMgEai,Unknown Ward,Z6KV0o2L86S
ri Rivers State,ri Bonny Local Government Area,ibeAABe2n4q,3207,BmWTbiMgEai,Unknown Ward,gPlHWMjL7ep
ri Rivers State,ri Degema Local Government Area,hqPBSOGDEzM,3208,BmWTbiMgEai,Unknown Ward,h1lsNQ28eRT
ri Rivers State,ri Eleme Local Government Area,V44MZsBGH1s,3209,BmWTbiMgEai,Unknown Ward,FUfxiofxLg6
ri Rivers State,ri Emohua Local Government Area,BhClHhh9Z47,3210,BmWTbiMgEai,Unknown Ward,ZAnDARDCEWC
ri Rivers State,ri Etche Local Government Area,tA8QHhVaJV0,3211,BmWTbiMgEai,Unknown Ward,g2GmzXEWKWV
ri Rivers State,ri Gokana Local Government Area,As3MjkIqRgV,3212,BmWTbiMgEai,Unknown Ward,XPauWaPNEPO
ri Rivers State,ri Ikwerre Local Government Area,dBypaBcpopp,3213,BmWTbiMgEai,Unknown Ward,WbUcfxWU5cE
ri Rivers State,ri Khana Local Government Area,pisdQsp5JhD,3214,BmWTbiMgEai,Unknown Ward,fBFADwpsg6f
ri Rivers State,ri Obio-Akpor Local Government Area,sJPsaF2kLrW,3215,BmWTbiMgEai,Unknown Ward,NGKTK44Mo4p
ri Rivers State,ri Ogba-Egbema-Ndoni Local Government Area,JknfbWsgTzR,3216,BmWTbiMgEai,Unknown Ward,SmG2ANvMWbQ
ri Rivers State,ri Ogu-Bolo Local Government Area,VCOO8TvzF7b,3217,BmWTbiMgEai,Unknown Ward,zRQBHCZDVOM
ri Rivers State,ri Okrika Local Government Area,UBKGWhk0igZ,3218,BmWTbiMgEai,Unknown Ward,QaXqG6zkQbn
ri Rivers State,ri Omumma Local Government Area,pCfnyoQZsle,3219,BmWTbiMgEai,Unknown Ward,r1LQid5mn3x
ri Rivers State,ri Opobo-Nkoro Local Government Area,zqKhnhIZtRD,3220,BmWTbiMgEai,Unknown Ward,enfFqn04src
ri Rivers State,ri Oyigbo Local Government Area,zH952ovyqnD,3221,BmWTbiMgEai,Unknown Ward,N2LFmEVTS1P
ri Rivers State,ri Port-Harcourt Local Government Area,jbyuLOmxaBo,3222,BmWTbiMgEai,Unknown Ward,ypuokFjtJGv
ri Rivers State,ri Tai Local Government Area,gtqG48g0DYD,3223,BmWTbiMgEai,Unknown Ward,ODd9SqMbDok
ta Taraba State,ta Ardo-Kola Local Government Area,KeXsNtlnZBz,3401,jXngIDniC8t,Unknown Ward,bWKc9zOrzNR
ta Taraba State,ta Bali Local Government Area,AaNOXtIkaRW,3402,jXngIDniC8t,Unknown Ward,fpBlU1IME1V
ta Taraba State,ta Donga Local Government Area,QbXOFEqSvmW,3403,jXngIDniC8t,Unknown Ward,VQbsBTnhj8t
ta Taraba State,ta Gashaka Local Government Area,uCfN8gLOWni,3404,jXngIDniC8t,Unknown Ward,QHoQwOJq63a
ta Taraba State,ta Gassol Local Government Area,QBGYMl8ZlOu,3405,jXngIDniC8t,Unknown Ward,zNvY674UN7x
ta Taraba State,ta Ibi Local Government Area,OSRrQMUGYZm,3406,jXngIDniC8t,Unknown Ward,IE3A4JFN2hU
ta Taraba State,ta Jalingo Local Government Area,NCmDHoh16Sd,3407,jXngIDniC8t,Unknown Ward,jJAy4z7uIOq
ta Taraba State,ta Karim-Lamido Local Government Area,A49nOVVVRNQ,3408,jXngIDniC8t,Unknown Ward,dWXwC2xUlme
ta Taraba State,ta Kurmi Local Government Area,xeo1KPVCZRW,3409,jXngIDniC8t,Unknown Ward,DdBdgNscdjb
ta Taraba State,ta Lau Local Government Area,x6AEMW3qkbC,3410,jXngIDniC8t,Unknown Ward,fmbnqmyv3WC
ta Taraba State,ta Sardauna Local Government Area,ISQWCvZ7hDs,3411,jXngIDniC8t,Unknown Ward,n6aOlyhmXjk
ta Taraba State,ta Takum Local Government Area,lbZRgmFOy4I,3412,jXngIDniC8t,Unknown Ward,Pimq1fJE6F4
ta Taraba State,ta Ussa Local Government Area,zqIvvsnQyOl,3413,jXngIDniC8t,Unknown Ward,o3wFYj1tFrh
ta Taraba State,ta Wukari Local Government Area,tCWzHYQNq4r,3414,jXngIDniC8t,Unknown Ward,HajwFlWKGRq
ta Taraba State,ta Yorro Local Government Area,FmeB6bXV375,3415,jXngIDniC8t,Unknown Ward,itW9hB4X2dK
ta Taraba State,ta Zing Local Government Area,whPk4TgNrwq,3416,jXngIDniC8t,Unknown Ward,yEmAlkpz8gL
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,Unknown Ward,Dg9cdnCziaH
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,Unknown Ward,bJuEx1R6k0o
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,Unknown Ward,j1xwlwtRFju
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,Unknown Ward,WeGtdeklKzu
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,Unknown Ward,tLScWSqf90W
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,Unknown Ward,p66quwLGs4L
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,Unknown Ward,ycBf5qWa4Xn
ad Adamawa State,ad Jada Local Government Area,oAhWtMSiDTs,208,OgjFloqKoqk,Unknown Ward,HDY2L78Smqf
ad Adamawa State,ad Lamurde Local Government Area,nJtkRzcJ64r,209,OgjFloqKoqk,Unknown Ward,KWj4MfxAXyf
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,Unknown Ward,WkOZbDwpD1j
ad Adamawa State,ad Maiha Local Government Area,v1qQNHi2SLe,211,OgjFloqKoqk,Unknown Ward,imRkWARGEIz
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,Unknown Ward,Xb1UkkAOtZp
ad Adamawa State,ad Michika Local Government Area,AG1tY8HEJdp,213,OgjFloqKoqk,Unknown Ward,F8Nmvuce88e
ad Adamawa State,ad Mubi North Local Government Area,f5Jrkz6QYek,214,OgjFloqKoqk,Unknown Ward,yVcCMDZodMY
ad Adamawa State,ad Mubi South Local Government Area,GznoYjquR5l,215,OgjFloqKoqk,Unknown Ward,QJkPUxy3bSj
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,Unknown Ward,qSwI2Igtw6F
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,Unknown Ward,wQJAIwRDh0i
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,Unknown Ward,s6QZA7mev3e
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,Unknown Ward,KWj4MfxAXoz
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,Unknown Ward,egBcxJ0GzFs
ad Adamawa State,ad Yola South Local Government Area,GArKPmuMV50,221,OgjFloqKoqk,Unknown Ward,p66quwLGs4s
en Enugu State,en Aninri Local Government Area,lO3sJfS1JQp,1401,Quac4RHRtaZ,Unknown ward,sFqcYfFJ6b5
en Enugu State,en Awgu Local Government Area,YVctfWFxF9b,1402,Quac4RHRtaZ,Unknown ward,ko9awXt113O
en Enugu State,en Enugu East Local Government Area,f02ioIBtZF8,1403,Quac4RHRtaZ,Unknown ward,FJ9NKDkVcjw
en Enugu State,en Enugu North Local Government Area,ndHSDYGyrY9,1404,Quac4RHRtaZ,Unknown ward,XKZYddmCuGX
en Enugu State,en Enugu South Local Government Area,byzO7g2ujzW,1405,Quac4RHRtaZ,Unknown ward,qZqrEcpOHvY
en Enugu State,en Ezeagu Local Government Area,eDX6FH5055y,1406,Quac4RHRtaZ,Unknown ward,ESN5kIrc4vI
en Enugu State,en Igbo-Etiti Local Government Area,gMciU1RaNwu,1407,Quac4RHRtaZ,Unknown ward,KiXV44oRDMV
en Enugu State,en Igbo-Eze North Local Government Area,Gcs1n2SVhIu,1408,Quac4RHRtaZ,Unknown ward,N89C0btZXQS
en Enugu State,en Igbo-Eze South Local Government Area,d4NSM6aWP5L,1409,Quac4RHRtaZ,Unknown ward,kerN51pgMbw
en Enugu State,en Isi-Uzo Local Government Area,Gw4QeZq2z0b,1410,Quac4RHRtaZ,Unknown ward,nPzOrPWynnh
en Enugu State,en Nkanu East Local Government Area,EuGUD7M6N7i,1411,Quac4RHRtaZ,Unknown ward,hgMHRR0jkne
en Enugu State,en Nkanu West Local Government Area,SsXQR7GyUud,1412,Quac4RHRtaZ,Unknown ward,GYhPDTXbIkn
en Enugu State,en Nsukka Local Government Area,nQZ1HinGHzp,1413,Quac4RHRtaZ,Unknown ward,AjxH4vnDN96
en Enugu State,en Oji River Local Government Area,gzkH1eVDnoL,1414,Quac4RHRtaZ,Unknown ward,ttpne4Y0sG4
en Enugu State,en Udenu Local Government Area,PFJ5LRz2PY6,1415,Quac4RHRtaZ,Unknown ward,b4VEbSHhdsf
en Enugu State,en Udi Local Government Area,lmk7AfBPPY7,1416,Quac4RHRtaZ,Unknown ward,xu1ImWjYonL
en Enugu State,en Uzo-Uwani Local Government Area,hYU6A2CTzbn,1417,Quac4RHRtaZ,Unknown ward,jFMO8XKTFxG
ji Jigawa State,ji Gagarawa Local Government Area,aGGOzixsxuX,1707,MJVVi73YayJ,Unknown Ward,PmQ954HTeMt
ji Jigawa State,ji Gumel Local Government Area,v749FWA1SdV,1709,MJVVi73YayJ,Unknown Ward,S5QhDqTClrF
kd Kaduna State,kd Birnin Gwari Local Government Area,S4EVTL7zNw6,1801,tjLatcokcel,Unknown Ward,eUPqYr0h7Dr
